Title,Chapter,Article,Section,Content,Page (int)
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 10. Fund-Raising Activities,Section 1. General Provisions,"6. A financial report of the said activity, attested by the organization moderator, must be submitted to the OSA or ArCu office, where applicable, by the Organization’s Treasurer within two (2) weeks after termination of the activity. All unsold tickets must be submitted together with the financial report for auditing purposes. ",Page: 105
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 10. Fund-Raising Activities,Section 1. General Provisions,"7. The sale of brand items, such as those, which are produced by profit institution; products from charitable agencies or any university or college unit; and food or perishable items, must be cleared first by the OSA office.",Page: 105
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 10. Fund-Raising Activities,Section 2. Major Fund-raising Activities which Involve,"1. Accomplish a Project Proposal Form for Major Fund- Raising Activity (duplicate copies), and have it approved by the OSA or ArCU Director, where applicable. 




",Page: 106
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 10. Fund-Raising Activities,Section 2. Major Fund-raising Activities which Involve,"2. Secure approval from the OSA or ArCU Director by submitting the duly accomplished project proposal (duplicate copies) recommended by the Organization Moderator. Attach the approved project proposal form to the solicitation letter, as well as the copies of the draft memorandum of agreement, with the different parties involved (including the beneficiaries indicating the terms of agreement, sponsors, etc.). 
",Page: 106
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 10. Fund-Raising Activities,Section 2. Major Fund-raising Activities which Involve,"3. Formalize agreement with the parties concerned regarding the project by way of written agreement duly signed by the authorized representatives (having the agreement notarized is encouraged). Never attempt to formalize the negotiations if there is no approval from the OSA or ArCU Director. 
",Page: 106
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 10. Fund-Raising Activities,Section 2. Major Fund-raising Activities which Involve,"4. Start working on the solicitation letters. This is the only time when the organization can start seeking for sponsors once the organization has been guaranteed full clearance by the OSA or ArCU office. Sponsors usually require two months of notice for solicitations, since they also have to undergo certain procedure before a decision can be made. It is therefore wise to set allowance at least two months to work in the preparation like printing of tickets, posters, and the like. ",Page: 106
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 10. Fund-Raising Activities,Section 2. Major Fund-raising Activities which Involve,5. Secure approval or permit from other concerned government agencies where the activity shall be held when deemed necessary. Submit a copy of the permit to the OSA office or ArCU office at least two weeks before the conduct of the activity.,Page: 106
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 10. Fund-Raising Activities,Section 3. Minor Fund-Raising Activities,"Minor fundraising activities refer to those activities involving less than Php 10,000 worth of investment. All minor fund-raising activities are to follow the same procedures for approval in any regular activity. However, the organization must accomplish the project proposal form similar to the major fund-raising activity.",Page: 107
STUDENT ORGANIZATIONS AND ACTIVITIES,Chapter 2. Student Activities,Article. 10. Fund-Raising Activities,Section 4. Fund-Raising through Raffle,"If a fund-raising activity is done through a raffle, the prizes to be offered for the raffle must be displayed at the designated area in the campus. The OSA or ArCU Office must be informed of the duration of the raffle. Any extension of the raffle duration shall be subject to the approval of the VCSAA upon recommendation of the OSA/ArCU Director. The list of the winners must be placed on the bulletin board in the campus.",Page: 107
STUDENT SERVICES,Chapter 1. Scholarship Services,,,"The University provides various scholarships and educational assistance/grants to deserving students as provided by law, by external sponsors, and as prescribed by the University, subject to general policies and guidelines.",Page: 107
STUDENT SERVICES,Chapter 1. Scholarship Services,Article. 1. Responsibilities of Scholar/Grantee,,"The scholar/grantee shall be responsible for the following: maintain the minimum GPA required by their respective scholarship/educational assistance programs; submit a copy of his/her grades within 3 weeks after every semester to his/her scholarship sponsor; and complete all subject requirementsa within the semester in order not to receive an incomplete (INC) - grade, which can serve as basis for the discontinuance of the scholarship/educational assistance/grant.",Page: 107-108
STUDENT SERVICES,Chapter 1. Scholarship Services,Article. 2. Termination of Scholarship /Educational Assistance/ Grant,,"The scholarship/educational assistance/grant can be terminated based on the following conditions: failure to maintain the minimum GPA required by the university/sponsor, where applicable; or found guilty of committing an academic first (1st) offense or a non-academic grave offense.",Page: 108
STUDENT SERVICES,Chapter 1. Scholarship Services,Article. 3. Extension of Entitlement to Scholarship/ Educational Assistance/ Grant,,"Subject to the discretionary prerogative of the sponsor, the period of entitlement may be extended in case the scholar’s/grantee’s failure to meet the requirements of the program is due to circumstances beyond his/her control such as, but not limited to, serious and prolonged illness, or failure/unreasonable refusal of teachers to give grades.",Page: 108
STUDENT SERVICES,Chapter 2. Arts and Culture,,,"The USTP Charter (RA 10919, Sec. 49) stipulates that USTP must “promote and preserve culture and arts, especially local practices and rites and indigenous practices of Mindanao, and to develop talents of students and University personnel alike.” The Arts and Culture (ArCu) division formulates, implements, evaluates, and enhances programs aimed at tapping the potentials and developing the talents of the students in the humanizing fields of arts and culture.",Page: 108
STUDENT SERVICES,Chapter 3. Library,,,"The library, as a learning resource center, is a vital partner of instruction and research. Its services include the e-library facilities and online journal subscription, among others. It is classified into undergraduate, graduate, and electronic libraries.",Page: 109
STUDENT SERVICES,Chapter 3. Library,Article. 1. Undergraduate Library,,The Undergraduate Library is open from 8AM to 8PM in USTP CDO and 7AM to 5PM ,Page: 109
STUDENT SERVICES,Chapter 3. Library,,,Borrowers who do not return the books on time shall be penalized with corresponding fines. ,Page: 109
STUDENT SERVICES,Chapter 3. Library,Article. 1. Undergraduate Library,,At USTP Claveria with no noon break during Mondays through Saturdays. The USTP Claveria Library will be closed on weekends.,Page: 109
